,support,time
count,1870.0,1.0
mean,0.27994064171122995,0.34973740577697754
std,0.09424383641155347,
min,0.2,0.34973740577697754
25%,0.22,0.34973740577697754
50%,0.249,0.34973740577697754
75%,0.304,0.34973740577697754
max,1.0,0.34973740577697754
