,support,time
count,496.0,1.0
mean,0.3994153225806451,0.14464664459228516
std,0.10986337193085303,
min,0.3,0.14464664459228516
25%,0.322,0.14464664459228516
50%,0.3665,0.14464664459228516
75%,0.43324999999999997,0.14464664459228516
max,1.0,0.14464664459228516
