,support,time
count,338019.0,1.0
mean,0.04849366455731778,12.768019914627075
std,0.02915828723428808,
min,0.03,12.768019914627075
25%,0.033,12.768019914627075
50%,0.039,12.768019914627075
75%,0.052,12.768019914627075
max,1.0,12.768019914627075
