,support,time
count,25825.0,1.0
mean,0.0752195745036619,2.8289520740509033
std,0.055409350664683055,
min,0.040046586633219854,2.8289520740509033
25%,0.04649704354058413,2.8289520740509033
50%,0.05733739473212686,2.8289520740509033
75%,0.08224332556889447,2.8289520740509033
max,1.0,2.8289520740509033
