,support,time
count,4346.0,1.0
mean,0.1621237388077836,1.2424447536468506
std,0.08951097896735084,
min,0.10007167174341516,1.2424447536468506
25%,0.11109120229349578,1.2424447536468506
50%,0.1308009317326644,1.2424447536468506
75%,0.1754165920086006,1.2424447536468506
max,1.0,1.2424447536468506
