,support,time
count,200.0,1.0
mean,0.48204398853252106,0.20584917068481445
std,0.1331712813997854,
min,0.351191542734277,0.20584917068481445
25%,0.38664665830496325,0.20584917068481445
50%,0.4277011288299588,0.20584917068481445
75%,0.5051738039777818,0.20584917068481445
max,1.0,0.20584917068481445
