,support,time
count,1640.0,1.0
mean,0.2347932445011603,0.8303201198577881
std,0.11164156577930122,
min,0.15006271277548827,0.8303201198577881
25%,0.1686973660634295,0.8303201198577881
50%,0.1949471420892313,0.8303201198577881
75%,0.2507839096936033,0.8303201198577881
max,1.0,0.8303201198577881
