,support,time
count,90733.0,1.0
mean,0.04075306967607364,6.079837083816528
std,0.03697412374348045,
min,0.0200680881562444,6.079837083816528
25%,0.02365167532700233,6.079837083816528
50%,0.029475004479483962,6.079837083816528
75%,0.0427342770112883,6.079837083816528
max,1.0,6.079837083816528
