,support,time
count,16875.0,1.0
mean,0.09152629224817004,2.282432794570923
std,0.0626648544679208,
min,0.050080630711342056,2.282432794570923
25%,0.057874932807740545,2.282432794570923
50%,0.07149256405662067,2.282432794570923
75%,0.10150510661171833,2.282432794570923
max,1.0,2.282432794570923
