,support,time
count,416.0,1.0
mean,0.38165849447989747,0.32317519187927246
std,0.13518846068874307,
min,0.2500447948396345,0.32317519187927246
25%,0.28317057874932805,0.32317519187927246
50%,0.33936570507077585,0.32317519187927246
75%,0.427342770112883,0.32317519187927246
max,1.0,0.32317519187927246
