,support,time
count,44113.0,1.0
mean,0.05826761192900481,3.8855769634246826
std,0.046974329871286635,
min,0.03001254255509765,3.8855769634246826
25%,0.035029564594158756,3.8855769634246826
50%,0.043540584124708834,3.8855769634246826
75%,0.06217523741265006,3.8855769634246826
max,1.0,3.8855769634246826
