,support,time
count,271.0,1.0
mean,0.4404053420573626,0.23107075691223145
std,0.13428957944018677,
min,0.30012542555097654,0.23107075691223145
25%,0.34196380576957536,0.23107075691223145
50%,0.39831571402974375,0.23107075691223145
75%,0.48696470166636807,0.23107075691223145
max,1.0,0.23107075691223145
