,support,time
count,969.0,1.0
mean,0.06129482526032209,0.11528992652893066
std,0.08889284825432786,
min,0.010045366169799093,0.11528992652893066
25%,0.016688269604666236,0.11528992652893066
50%,0.031108230719377836,0.11528992652893066
75%,0.06626701231367466,0.11528992652893066
max,1.0,0.11528992652893066
