,support,time
count,19.0,1.0
mean,0.5174813248285978,0.07438325881958008
std,0.18101446048010067,
min,0.3522359040829553,0.07438325881958008
25%,0.3762961762799741,0.07438325881958008
50%,0.4606286454957874,0.07438325881958008
75%,0.5932436811406352,0.07438325881958008
max,1.0,0.07438325881958008
