,support,time
count,87.0,1.0
mean,0.2804526932904255,0.08344316482543945
std,0.157794091465932,
min,0.15051847051198963,0.08344316482543945
25%,0.17773817239144524,0.08344316482543945
50%,0.2195398574206092,0.08344316482543945
75%,0.31140635126377186,0.08344316482543945
max,1.0,0.08344316482543945
