,support,time
count,155.0,1.0
mean,0.2112715071185165,0.08663296699523926
std,0.14200452350857046,
min,0.10012961762799741,0.08663296699523926
25%,0.12718729747245627,0.08663296699523926
50%,0.1586195722618276,0.08663296699523926
75%,0.2376053143227479,0.08663296699523926
max,1.0,0.08663296699523926
