,support,time
count,38.0,1.0
mean,0.40259064706484293,0.08053708076477051
std,0.17279015052231153,
min,0.2524303305249514,0.08053708076477051
25%,0.29443454309786127,0.08053708076477051
50%,0.3464841218405703,0.08053708076477051
75%,0.4564160725858717,0.08053708076477051
max,1.0,0.08053708076477051
