,support,time
count,393.0,1.0
mean,0.12085194731521655,0.09715533256530762
std,0.11587449549170221,
min,0.04034348671419313,0.09715533256530762
25%,0.053791315618924175,0.09715533256530762
50%,0.0805249513933895,0.09715533256530762
75%,0.13950097213221,0.09715533256530762
max,1.0,0.09715533256530762
