,support,time
count,316.0,1.0
mean,0.13936971377474427,0.09600448608398438
std,0.12227654891185073,
min,0.050064808813998704,0.09600448608398438
25%,0.06740116655865197,0.09600448608398438
50%,0.09948152948801037,0.09600448608398438
75%,0.157849967595593,0.09600448608398438
max,1.0,0.09600448608398438
