,support,time
count,53.0,1.0
mean,0.35002262194450906,0.08156752586364746
std,0.16857324392067644,
min,0.2015554115359689,0.08156752586364746
25%,0.23379779650032403,0.08156752586364746
50%,0.2992546986390149,0.08156752586364746
75%,0.3838302009073234,0.08156752586364746
max,1.0,0.08156752586364746
