,support,time
count,103.0,1.0
mean,0.4919070235167779,0.4702110290527344
std,0.1489669873293952,
min,0.3508027066472071,0.4702110290527344
25%,0.3855203219671841,0.4702110290527344
50%,0.42556720180443147,0.4702110290527344
75%,0.5607226571137942,0.4702110290527344
max,1.0,0.4702110290527344
