,support,time
count,389.0,1.0
mean,0.3128473083203696,0.649355411529541
std,0.13626166082731095,
min,0.200322851709345,0.649355411529541
25%,0.22360797841758437,0.649355411529541
50%,0.25836981999911546,0.649355411529541
75%,0.35856441554995355,0.649355411529541
max,1.0,0.649355411529541
