,support,time
count,32944.0,1.0
mean,0.031978116313091776,3.0855276584625244
std,0.04341349578803056,
min,0.010017248242006104,3.0855276584625244
25%,0.012936181504577418,3.0855276584625244
50%,0.018884613683605323,3.0855276584625244
75%,0.03261686789615674,3.0855276584625244
max,1.0,3.0855276584625244
