,support,time
count,215.0,1.0
mean,0.3864029958663874,0.5676195621490479
std,0.14605390853270386,
min,0.2505196585732608,0.5676195621490479
25%,0.28019548007606915,0.5676195621490479
50%,0.3402989695281058,0.5676195621490479
75%,0.41799345451328995,0.5676195621490479
max,1.0,0.5676195621490479
