,support,time
count,147.0,1.0
mean,0.4411551538487228,0.534466028213501
std,0.14706610754563854,
min,0.3030383441687674,0.534466028213501
25%,0.33657290699217196,0.534466028213501
50%,0.3861616027597187,0.534466028213501
75%,0.5012493918889036,0.534466028213501
max,1.0,0.534466028213501
