,support,time
count,687.0,1.0
mean,0.2517554188597131,0.7054646015167236
std,0.12437934246934587,
min,0.15045774180708504,0.7054646015167236
25%,0.17471584626951484,0.7054646015167236
50%,0.20938923532793774,0.7054646015167236
75%,0.2702998540533369,0.7054646015167236
max,1.0,0.7054646015167236
