,support,time
count,1579.0,1.0
mean,0.1775992780840052,0.9916343688964844
std,0.10522973337870382,
min,0.1000398036353987,0.9916343688964844
25%,0.11561850426783424,0.9916343688964844
50%,0.14041838043430188,0.9916343688964844
75%,0.1989628941665561,0.9916343688964844
max,1.0,0.9916343688964844
