,support,time
count,15401.0,1.0
mean,0.0526599333798753,2.084696054458618
std,0.056739045814070466,
min,0.02001238335323515,2.084696054458618
25%,0.025142629693512008,2.084696054458618
50%,0.034186900181327674,2.084696054458618
75%,0.055924107735173145,2.084696054458618
max,1.0,2.084696054458618
