,support,time
count,4535.0,1.0
mean,0.10638633555776313,1.3158409595489502
std,0.08176142315196236,
min,0.05001990181769935,1.3158409595489502
25%,0.06098801468311883,1.3158409595489502
50%,0.07914289505108134,1.3158409595489502
75%,0.11861483348812525,1.3158409595489502
max,1.0,1.3158409595489502
