,support,time
count,121.0,1.0
mean,0.35126758990395357,0.0679616928100586
std,0.120251971550812,
min,0.25,0.0679616928100586
25%,0.2702702702702703,0.0679616928100586
50%,0.3141891891891892,0.0679616928100586
75%,0.3885135135135135,0.0679616928100586
max,1.0,0.0679616928100586
