,support,time
count,478.0,1.0
mean,0.22834445323985075,0.09384036064147949
std,0.09638343243969107,
min,0.15202702702702703,0.09384036064147949
25%,0.16891891891891891,0.09384036064147949
50%,0.19594594594594594,0.09384036064147949
75%,0.25,0.09384036064147949
max,1.0,0.09384036064147949
