,support,time
count,68.0,1.0
mean,0.4145965818759936,0.06024765968322754
std,0.12826134979820852,
min,0.30405405405405406,0.06024765968322754
25%,0.3277027027027027,0.06024765968322754
50%,0.3817567567567568,0.06024765968322754
75%,0.46030405405405406,0.06024765968322754
max,1.0,0.06024765968322754
