,support,time
count,222.0,1.0
mean,0.2925949598246895,0.07713198661804199
std,0.10987573876604877,
min,0.20270270270270271,0.07713198661804199
25%,0.22297297297297297,0.07713198661804199
50%,0.25675675675675674,0.07713198661804199
75%,0.32094594594594594,0.07713198661804199
max,1.0,0.07713198661804199
