,support,time
count,43164.0,1.0
mean,0.036575070692043174,1.1708855628967285
std,0.030169683049664803,
min,0.02027027027027027,1.1708855628967285
25%,0.02027027027027027,1.1708855628967285
50%,0.02702702702702703,1.1708855628967285
75%,0.04054054054054054,1.1708855628967285
max,1.0,1.1708855628967285
