,support,time
count,6752.0,1.0
mean,0.08489376521070834,0.35460829734802246
std,0.05234152792624342,
min,0.05067567567567568,0.35460829734802246
25%,0.057432432432432436,0.35460829734802246
50%,0.06756756756756757,0.35460829734802246
75%,0.0945945945945946,0.35460829734802246
max,1.0,0.35460829734802246
