,support,time
count,161449.0,1.0
mean,0.018605929945579,3.09985089302063
std,0.019123107729869356,
min,0.010135135135135136,3.09985089302063
25%,0.010135135135135136,3.09985089302063
50%,0.013513513513513514,3.09985089302063
75%,0.02027027027027027,3.09985089302063
max,1.0,3.09985089302063
