,support,time
count,1418.0,1.0
mean,0.15633934357488657,0.14222097396850586
std,0.07685012048031657,
min,0.10135135135135136,0.14222097396850586
25%,0.11148648648648649,0.14222097396850586
50%,0.13175675675675674,0.14222097396850586
75%,0.16891891891891891,0.14222097396850586
max,1.0,0.14222097396850586
