,support,time
count,4521.0,1.0
mean,0.08537934085379341,1.4277267456054688
std,0.0524253862322523,
min,0.0596,1.4277267456054688
25%,0.06212,1.4277267456054688
50%,0.0629,1.4277267456054688
75%,0.1228,1.4277267456054688
max,1.0,1.4277267456054688
