,support,time
count,21.0,1.0
mean,0.5238095238095238,0.6676383018493652
std,0.10910894511799621,
min,0.5,0.6676383018493652
25%,0.5,0.6676383018493652
50%,0.5,0.6676383018493652
75%,0.5,0.6676383018493652
max,1.0,0.6676383018493652
