,support,time
count,26025.0,1.0
mean,0.03258405379442844,2.3783576488494873
std,0.033331239516786,
min,0.01374,2.3783576488494873
25%,0.0156,2.3783576488494873
50%,0.01658,2.3783576488494873
75%,0.03174,2.3783576488494873
max,1.0,2.3783576488494873
