,support,time
count,1161.0,1.0
mean,0.1515934539190353,1.0268769264221191
std,0.0693005618716946,
min,0.1219,1.0268769264221191
25%,0.12444,1.0268769264221191
50%,0.12528,1.0268769264221191
75%,0.12646,1.0268769264221191
max,1.0,1.0268769264221191
