,support,time
count,4521.0,1.0
mean,0.08537934085379341,1.3678710460662842
std,0.0524253862322523,
min,0.0596,1.3678710460662842
25%,0.06212,1.3678710460662842
50%,0.0629,1.3678710460662842
75%,0.1228,1.3678710460662842
max,1.0,1.3678710460662842
