,support,time
count,12272.0,1.0
mean,0.05123049380704042,1.8103492259979248
std,0.0411446505075758,
min,0.03,1.8103492259979248
25%,0.03112,1.8103492259979248
50%,0.03184,1.8103492259979248
75%,0.062345,1.8103492259979248
max,1.0,1.8103492259979248
