,support,time
count,12585.0,1.0
mean,0.050695272149384185,1.8877723217010498
std,0.04076774733553622,
min,0.02886,1.8877723217010498
25%,0.03106,1.8877723217010498
50%,0.0318,1.8877723217010498
75%,0.0623,1.8877723217010498
max,1.0,1.8877723217010498
