,support,time
count,113.0,1.0
mean,0.3016014159292036,0.7091305255889893
std,0.11617903498224545,
min,0.25,0.7091305255889893
25%,0.25056,0.7091305255889893
50%,0.25092,0.7091305255889893
75%,0.25172,0.7091305255889893
max,1.0,0.7091305255889893
